Region Measurement - 5357-Minus-2-3DAnimation-.oib Z:0 T:0 L:0 ROI:8

 ,CenterX,CenterY,Area,Perimeter,Integration,Average,Max,Min,Range,StdDev,3StdDev
,[pixel],[pixel],[pixel^2],[pixel],CHS1,CHS1,CHS1,CHS1,CHS1,CHS1,CHS1
Count,8,8,8,8,8,8,8,8,8,8,8
Average,431.030,540.691,15663.250,459.358,16012009.500,1034.311,3890.125,57.125,3833.000,841.388,2524.163
Max,588.400,792.769,18495.000,513.730,20032145.000,1450.764,3892.000,86.000,3848.000,1063.067,3189.201
Min,283.765,237.167,12653.000,413.295,12971313.000,856.707,3889.000,42.000,3805.000,762.910,2288.730
Range,304.635,555.603,5842.000,100.436,7060832.000,594.057,3.000,44.000,43.000,300.157,900.471
StdDev,115.409,204.848,2307.560,39.007,2289275.872,176.857,1.356,15.806,14.890,97.965,293.896
3StdDev,346.227,614.545,6922.681,117.022,6867827.617,530.570,4.069,47.419,44.670,293.896,881.689

ROI,CenterX,CenterY,Area,Perimeter,Integration,Average,Max,Min,Range,StdDev,3StdDev
,[pixel],[pixel],[pixel^2],[pixel],CHS1,CHS1,CHS1,CHS1,CHS1,CHS1,CHS1
1,310.000,237.167,18009.000,513.730,17159768.000,952.844,3892.000,74.000,3818.000,799.795,2399.386
2,413.813,358.500,17192.000,485.695,17130325.000,996.413,3892.000,61.000,3831.000,810.785,2432.354
3,579.643,332.214,12653.000,413.295,12971313.000,1025.157,3891.000,86.000,3805.000,762.910,2288.730
4,283.765,617.412,18495.000,500.016,15844792.000,856.707,3889.000,48.000,3841.000,896.827,2690.481
5,416.333,618.333,13384.000,423.041,13351866.000,997.599,3889.000,47.000,3842.000,777.440,2332.321
6,359.154,792.769,17228.000,476.216,16674264.000,967.858,3889.000,43.000,3846.000,803.145,2409.436
7,497.133,748.200,13808.000,425.802,20032145.000,1450.764,3890.000,42.000,3848.000,1063.067,3189.201
8,588.400,620.933,14537.000,437.065,14931603.000,1027.145,3889.000,56.000,3833.000,817.133,2451.398
