Region Measurement - 5357-Plus-1-3DAnimation-.oib Z:0 T:0 L:0 ROI:9

 ,CenterX,CenterY,Area,Perimeter,Integration,Average,Max,Min,Range,StdDev,3StdDev
,[pixel],[pixel],[pixel^2],[pixel],CHS1,CHS1,CHS1,CHS1,CHS1,CHS1,CHS1
Count,9,9,9,9,9,9,9,9,9,9,9
Average,390.930,617.165,16573.000,604.357,4358738.222,273.931,1873.444,50.667,1822.778,131.330,393.990
Max,863.581,923.903,50023.000,1028.714,12693197.000,322.748,2064.000,69.000,2008.000,170.613,511.840
Min,59.219,213.233,9203.000,468.527,2415341.000,221.797,1439.000,42.000,1390.000,102.688,308.064
Range,804.362,710.670,40820.000,560.187,10277856.000,100.951,625.000,27.000,618.000,67.925,203.775
StdDev,308.277,248.217,13278.442,180.706,3227664.326,38.249,199.952,8.216,196.297,24.484,73.451
3StdDev,924.830,744.650,39835.327,542.119,9682992.977,114.747,599.856,24.648,588.892,73.451,220.352

ROI,CenterX,CenterY,Area,Perimeter,Integration,Average,Max,Min,Range,StdDev,3StdDev
,[pixel],[pixel],[pixel^2],[pixel],CHS1,CHS1,CHS1,CHS1,CHS1,CHS1,CHS1
1,851.667,213.233,23018.000,730.739,5262333.000,228.618,1780.000,42.000,1738.000,102.688,308.064
2,863.581,404.742,14798.000,628.577,3282156.000,221.797,1439.000,49.000,1390.000,104.588,313.764
3,592.178,363.111,50023.000,1028.714,12693197.000,253.747,1949.000,44.000,1905.000,111.486,334.458
4,297.071,534.714,9203.000,472.444,2415341.000,262.451,2035.000,69.000,1966.000,119.994,359.983
5,226.552,743.621,9555.000,468.527,3066955.000,320.979,1987.000,49.000,1938.000,170.613,511.840
6,369.517,846.724,11037.000,519.929,3562173.000,322.748,1994.000,54.000,1940.000,135.458,406.374
7,150.129,923.903,11283.000,555.447,2867982.000,254.186,1712.000,45.000,1667.000,133.841,401.522
8,108.455,827.061,10975.000,562.770,3283562.000,299.186,1901.000,48.000,1853.000,138.509,415.526
9,59.219,697.375,9265.000,472.070,2794945.000,301.667,2064.000,56.000,2008.000,164.793,494.378
