Region Measurement - 5357-Minus-4-3DAnimation-.oib Z:0 T:0 L:0 ROI:7

 ,CenterX,CenterY,Area,Perimeter,Integration,Average,Max,Min,Range,StdDev,3StdDev
,[pixel],[pixel],[pixel^2],[pixel],CHS1,CHS1,CHS1,CHS1,CHS1,CHS1,CHS1
Count,7,7,7,7,7,7,7,7,7,7,7
Average,482.160,486.281,14076.571,586.932,7545981.429,537.272,3107.857,85.143,3022.714,286.445,859.335
Max,661.448,765.838,16595.000,605.838,9750489.000,709.023,3889.000,110.000,3794.000,380.500,1141.501
Min,235.474,209.516,12580.000,564.811,5957516.000,439.994,2218.000,64.000,2152.000,228.900,686.699
Range,425.975,556.322,4015.000,41.027,3792973.000,269.030,1671.000,46.000,1642.000,151.601,454.802
StdDev,145.381,192.117,1288.730,14.982,1335277.155,91.491,625.158,19.048,614.417,53.657,160.972
3StdDev,436.144,576.352,3866.191,44.946,4005831.465,274.472,1875.475,57.143,1843.252,160.972,482.917

ROI,CenterX,CenterY,Area,Perimeter,Integration,Average,Max,Min,Range,StdDev,3StdDev
,[pixel],[pixel],[pixel^2],[pixel],CHS1,CHS1,CHS1,CHS1,CHS1,CHS1,CHS1
1,579.710,209.516,13540.000,588.271,5957516.000,439.994,3889.000,96.000,3793.000,275.996,827.989
2,661.448,401.793,14214.000,588.755,7670195.000,539.623,2977.000,110.000,2867.000,253.686,761.057
3,515.235,500.706,13752.000,572.467,9750489.000,709.023,3166.000,101.000,3065.000,380.500,1141.501
4,580.294,634.618,12580.000,564.811,7282040.000,578.859,3886.000,92.000,3794.000,325.296,975.888
5,235.474,576.263,16595.000,605.838,8812917.000,531.059,3073.000,67.000,3006.000,301.257,903.770
6,418.162,765.838,14608.000,603.684,6445190.000,441.210,2218.000,66.000,2152.000,228.900,686.699
7,384.794,315.235,13247.000,584.700,6903523.000,521.139,2546.000,64.000,2482.000,239.480,718.440
