Region Measurement - 5357-Plus-1-3DAnimation-.oib Z:0 T:0 L:0 ROI:9

 ,CenterX,CenterY,Area,Perimeter,Integration,Average,Max,Min,Range,StdDev,3StdDev
,[pixel],[pixel],[pixel^2],[pixel],CHS1,CHS1,CHS1,CHS1,CHS1,CHS1,CHS1
Count,9,9,9,9,9,9,9,9,9,9,9
Average,402.570,591.671,18402.778,473.608,7633826.556,443.374,3886.222,48.556,3837.667,724.336,2173.008
Max,905.143,887.600,52534.000,824.076,17701811.000,513.350,3894.000,66.000,3852.000,832.166,2496.498
Min,75.786,182.571,10332.000,373.456,4726932.000,336.959,3877.000,41.000,3818.000,456.482,1369.447
Range,829.357,705.029,42202.000,450.620,12974879.000,176.390,17.000,25.000,34.000,375.684,1127.051
StdDev,319.353,254.969,13540.072,145.016,4114206.589,50.374,6.160,7.618,10.198,112.235,336.704
3StdDev,958.060,764.906,40620.217,435.047,12342619.768,151.123,18.480,22.853,30.594,336.704,1010.113

ROI,CenterX,CenterY,Area,Perimeter,Integration,Average,Max,Min,Range,StdDev,3StdDev
,[pixel],[pixel],[pixel^2],[pixel],CHS1,CHS1,CHS1,CHS1,CHS1,CHS1,CHS1
1,905.143,182.571,24644.000,565.032,9996390.000,405.632,3894.000,42.000,3852.000,748.269,2244.807
2,858.500,371.571,16843.000,482.423,7403948.000,439.586,3891.000,46.000,3845.000,822.138,2466.413
3,646.905,330.524,52534.000,824.076,17701811.000,336.959,3877.000,44.000,3833.000,456.482,1369.447
4,283.923,533.154,10627.000,374.651,4726932.000,444.804,3884.000,66.000,3818.000,740.981,2222.944
5,357.750,875.167,12594.000,407.969,6185318.000,491.132,3889.000,54.000,3835.000,727.117,2181.352
6,174.000,887.600,13564.000,435.383,6045234.000,445.682,3884.000,41.000,3843.000,794.514,2383.542
7,118.813,827.500,13169.000,415.025,6760301.000,513.350,3894.000,48.000,3846.000,832.166,2496.498
8,75.786,649.571,10332.000,373.456,4729323.000,457.735,3884.000,47.000,3837.000,717.859,2153.576
9,202.308,667.385,11318.000,384.457,5155182.000,455.485,3879.000,49.000,3830.000,679.498,2038.493
